dim_l_occupancy_sum,fragile_vol_share,needle_frac,dim_m_tail_ratio
4.7,0.0,0.09090909090909091,1.1333333333333333
4.116666666666667,0.0,0.0,1.275
4.633333333333333,0.0,0.0,1.2142857142857142
3.1,0.0,0.0,1.157142857142857
4.116666666666667,0.0,0.0,1.2285714285714284
4.5,0.0,0.0,1.3333333333333333
3.6833333333333336,0.0,0.0,1.157142857142857
3.966666666666667,0.0,0.0,1.1793103448275863
4.966666666666667,0.0,0.0,1.2142857142857142
3.25,0.0,0.0,1.2538461538461538
3.3,0.0,0.0,1.1714285714285713
5.483333333333333,0.0,0.07692307692307693,1.2307692307692308
4.55,0.0,0.1,1.0733333333333335
3.966666666666667,0.0,0.0,1.425
1.4833333333333334,0.0,0.0,1.2076923076923076
5.583333333333334,0.0,0.0,1.2142857142857142
7.116666666666667,0.0,0.0,1.3076923076923077
4.566666666666666,0.0,0.0,1.0714285714285714
3.3333333333333335,0.0,0.125,1.1851851851851851
5.5,0.0,0.0,1.2142857142857142
2.3166666666666664,0.0,0.0,1.0375
5.75,0.0,0.07142857142857142,1.2142857142857142
6.05,0.0,0.07692307692307693,1.12
6.983333333333333,0.0,0.0625,1.2222222222222223
5.2,0.0,0.0,1.4083333333333332
3.85,0.0,0.1111111111111111,1.075
4.7,0.0,0.1,1.1172413793103448
4.366666666666667,0.0,0.0,1.2142857142857142
2.5,0.0,0.0,1.391304347826087
3.4833333333333334,0.0,0.0,1.3499999999999999
5.1,0.0,0.08333333333333333,1.28
3.1833333333333336,0.0,0.125,1.28
5.65,0.0,0.0,1.2142857142857142
4.616666666666667,0.0,0.1,1.103225806451613
4.95,0.0,0.08333333333333333,1.28
4.383333333333333,0.0,0.1,1.103225806451613
6.6,0.0,0.06666666666666667,1.0625
2.7666666666666666,0.0,0.0,1.2142857142857142
4.616666666666667,0.0,0.0,1.2230769230769232
4.183333333333334,0.0,0.0,1.2833333333333334
4.266666666666667,0.0,0.0,1.2285714285714284
3.316666666666667,0.0,0.0,1.1
5.65,0.0,0.0,1.3916666666666668
4.933333333333334,0.0,0.0,1.2142857142857142
5.633333333333334,0.0,0.07142857142857142,1.192857142857143
2.8833333333333333,0.0,0.0,1.2333333333333334
5.4,0.0,0.0,1.4000000000000001
1.6333333333333333,0.0,0.0,1.4608695652173913
1.8166666666666667,0.0,0.0,1.4727272727272727
4.716666666666667,0.0,0.09090909090909091,1.3076923076923077
