spare_x_count,near_limit_long_share,vol_cv
233136,0.0,0.3595334323625548
217448,0.0,0.4164786100064066
171691,0.0,0.4600680542453763
118557,0.0,0.2091196022834512
152594,0.0,0.6012246601985642
177160,0.0,0.6654651603384779
224368,0.0,0.3884413461555925
237591,0.0,0.48875500420006673
251016,0.0,0.4401996507868783
166562,0.0,0.5183493839401794
173544,0.0,0.3747860050561678
92690,0.0,0.687177928518099
79842,0.0,0.6554628001954254
41760,0.0,0.0
119366,0.0,0.5994817581757704
209524,0.0,0.4159793151954406
210440,0.0,0.4359368518827768
196368,0.0,0.5062781480135599
208,0.0,0.6303189865476508
15768,0.0,0.41869369434814513
130702,0.0,0.60321503273462
235742,0.0,0.424292556646305
188552,0.0,0.4866686037660072
248703,0.0,0.38825246860107065
194928,0.0,0.4392176226033923
193589,0.0,0.4783667257628353
176160,0.0,0.5549551802304836
184828,0.0,0.6004674000861531
184842,0.0,0.4674398727676295
187128,0.0,0.4097991540872525
170720,0.0,0.42430827042818003
214852,0.0,0.535805638410261
135476,0.0,0.6137738704227265
240456,0.0,0.4636692770200014
180960,0.0,0.4736358019209256
144747,0.0,0.6516862223794566
220596,0.0,0.45665366781290007
233091,0.0,0.4276115089383023
191191,0.0,0.43181994247541616
245256,0.0,0.44595939389954886
169092,0.0,0.4427817288365185
232650,0.0,0.44563911107780935
86916,0.0,0.5990281406120431
257100,0.0,0.39123101542846234
227510,0.0,0.4658481835554188
160433,0.0,0.6356179882148643
114897,0.0,0.6425595530305526
169104,0.0,0.45641848833315535
191680,0.0,0.4420816068065056
165616,0.0,0.4160313429911002
193424,0.0,0.5021466138251826
133790,0.0,0.6329848567393228
195630,0.0,0.48809033729881773
184110,0.0,0.4317560176363647
204990,0.0,0.49724234685938506
159252,0.0,0.4574288838703295
217168,0.0,0.4293857878285207
224268,0.0,0.4361001555360307
226140,0.0,0.5404784575506987
196042,0.0,0.43884790152035175
210236,0.0,0.44235136146970094
214621,0.0,0.44442379686333544
139706,0.0,0.6266643834636769
222096,0.0,0.40925996646728824
182730,0.0,0.689265091479524
185523,0.0,0.5892358606903494
174380,0.0,0.6412381760220414
97320,0.0,0.5523131954949703
141557,0.0,0.6404206246275175
153864,0.0,0.6349671089232871
162180,0.0,0.6345542322117106
257712,0.0,0.45143847208700544
205816,0.0,0.4355555532005256
236054,0.0,0.44922302960912325
201690,0.0,0.5195445213250476
225636,0.0,0.43285737810861147
180829,0.0,0.48398887439792876
169730,0.0,0.4689148719362671
69445,0.0,0.41066419815012345
113302,0.0,0.6007986795058814
179748,0.0,0.4273297594515128
218355,0.0,0.43032996073081387
208455,0.0,0.40478123093916407
198120,0.0,0.41189811533835974
109680,0.0,0.46310914645961887
133572,0.0,0.6273732969361451
189360,0.0,0.4047381969455534
113260,0.0,0.5641011741039237
167538,0.0,0.5671842344138603
51960,0.0,0.5973506097415799
110115,0.0,0.6201210252710647
202319,0.0,0.41999816158221104
129375,0.0,0.4926209701082519
107784,0.0,0.6488111423661945
147675,0.0,0.47038650799569165
122424,0.0,0.6586980141174048
246873,0.0,0.4225159643844392
183912,0.0,0.48346113793649287
218218,0.0,0.6630107529539463
163320,0.0,0.40214209676153617
178248,0.0,0.4887407571605255
224510,0.0,0.4348722177964339
206244,0.0,0.4832802553572607
143649,0.0,0.6671793651421563
146354,0.0,0.5932206075312245
181830,0.0,0.6138194560712457
208650,0.0,0.481351722208669
210221,0.0,0.45542298658900965
176680,0.0,0.4136166469726435
214000,0.0,0.3856319696595351
188573,0.0,0.4414507887744428
224917,0.0,0.4406481907877329
