spare_vol_per_item,bulky_item_share,dim_m_p90_to_vw
564.7142857142857,0.14285714285714285,0.6
482.42857142857144,0.14285714285714285,0.6
18787.5,0.0,0.636
3538.8571428571427,0.0,0.672
2640.6666666666665,0.0,0.6559999999999999
955.8333333333334,0.08333333333333333,0.6
1882.1818181818182,0.09090909090909091,0.6
1535.090909090909,0.0,0.64
2226.4,0.0,0.568
1954.2,0.0,0.604
1130.2727272727273,0.09090909090909091,0.6
1425.9,0.1,0.604
1771.5,0.0,0.56
1344.0,0.08333333333333333,0.596
1473.5,0.08333333333333333,0.56
3121.125,0.0,0.612
1422.0,0.08333333333333333,0.596
346.8666666666667,0.06666666666666667,0.624
205.8125,0.125,0.6
2588.222222222222,0.0,0.6559999999999999
3060.5,0.0,0.6359999999999999
717.5333333333333,0.06666666666666667,0.584
2878.222222222222,0.0,0.5760000000000001
1797.090909090909,0.09090909090909091,0.6
1015.9230769230769,0.0,0.64
13173.0,0.0,0.56
902.9230769230769,0.0,0.7040000000000001
1771.6,0.1,0.564
3505.75,0.0,0.612
2933.222222222222,0.0,0.56
1743.1666666666667,0.0,0.56
1376.5454545454545,0.0,0.72
1205.1666666666667,0.08333333333333333,0.636
548.4615384615385,0.07692307692307693,0.632
