q90_l_to_L,spare_cap_x_n_wide,height_tail_share
0.5233333333333333,28752,0.0
0.5333333333333333,6722,0.0
0.5466666666666666,0,0.0
0.53,15410,0.0
0.54,0,0.0
0.5333333333333333,13087,0.0
0.5333333333333333,16171,0.0
0.5333333333333333,21300,0.0
0.5333333333333333,7958,0.0
0.52,0,0.0
0.5333333333333333,2604,0.0
0.5333333333333333,-958,0.0
0.5166666666666666,0,0.0
0.5333333333333333,7730,0.0
0.5433333333333333,0,0.0
0.5333333333333333,9247,0.0
0.5333333333333333,17460,0.0
0.5183333333333334,11798,0.0
0.5333333333333333,10284,0.0
0.5333333333333333,35492,0.0
0.535,17289,0.0
0.455,19874,0.0
0.42833333333333334,28250,0.0
0.48333333333333334,18494,0.0
0.4766666666666667,11469,0.0
0.495,18299,0.0
0.5666666666666667,13720,0.0
0.525,38646,0.0
0.48500000000000004,13846,0.0
0.49000000000000005,13570,0.0
0.465,14976,0.0
0.48666666666666664,23697,0.0
0.57,15561,0.0
0.48666666666666664,25135,0.0
0.5,0,0.0
0.5,32088,0.0
0.515,0,0.0
0.565,18908,0.0
0.5716666666666667,19201,0.0
0.4666666666666667,18216,0.0
0.57,16033,0.0
0.5,18489,0.0
0.505,0,0.0
0.5,21372,0.0
0.4966666666666667,11686,0.0
0.4633333333333334,13824,0.0
0.4766666666666667,28983,0.0
0.45,35036,0.0
0.5433333333333334,10797,0.0
0.505,0,0.0
0.475,0,0.0
0.5366666666666666,22367,0.0
0.48333333333333334,18102,0.0
0.4966666666666667,13547,0.0
0.5,0,0.0
0.49333333333333335,27044,0.0
0.51,-11463,0.0
0.4966666666666667,0,0.0
0.445,24074,0.0
0.57,39716,0.0
0.5083333333333334,11915,0.0
0.4316666666666667,14431,0.0
0.5,18390,0.0
0.505,0,0.0
0.5,32649,0.0
0.5033333333333333,0,0.0
0.485,0,0.0
0.49000000000000005,11380,0.0
0.475,24097,0.0
0.39333333333333337,0,0.0
0.435,20920,0.0
0.5633333333333334,20636,0.0
0.5366666666666666,0,0.0
0.48000000000000004,0,0.0
0.40666666666666673,32858,0.0
0.485,0,0.0
0.41833333333333333,23008,0.0
0.495,8446,0.0
0.5466666666666667,12546,0.0
0.49,0,0.0
0.5583333333333333,27726,0.0
0.49833333333333335,0,0.0
0.5,20972,0.0
0.545,11904,0.0
0.47833333333333333,12621,0.0
0.5166666666666667,36342,0.0
0.5566666666666666,-2033,0.0
0.515,0,0.0
0.48,12818,0.0
0.5166666666666667,14296,0.0
0.4666666666666667,22945,0.0
0.4666666666666667,24383,0.0
0.45833333333333337,0,0.0
0.4716666666666667,0,0.0
0.5166666666666666,1524,0.0
0.45,13067,0.0
0.5683333333333334,11776,0.0
0.5533333333333333,0,0.0
0.5233333333333333,11491,0.0
0.48500000000000004,10228,0.0
0.535,19777,0.0
0.5,0,0.0
0.42000000000000004,21064,0.0
0.4166666666666667,15583,0.0
0.4800000000000001,16058,0.0
0.51,0,0.0
0.46,15874,0.0
0.5133333333333333,21244,0.0
0.54,10752,0.0
0.5,26656,0.0
0.48000000000000004,23983,0.0
0.48000000000000004,21895,0.0
0.4966666666666667,23005,0.0
0.4766666666666667,0,0.0
0.5666666666666667,21522,0.0
0.5533333333333333,3076,0.0
0.51,0,0.0
0.505,0,0.0
0.495,12795,0.0
0.4566666666666667,23274,0.0
0.5133333333333334,11515,0.0
0.43666666666666665,20520,0.0
0.505,0,0.0
0.5533333333333333,12910,0.0
0.5,29354,0.0
0.5383333333333333,0,0.0
0.57,16897,0.0
0.42833333333333334,26378,0.0
0.5,0,0.0
0.525,0,0.0
0.45,15812,0.0
0.5083333333333334,13508,0.0
0.4166666666666667,0,0.0
0.51,0,0.0
0.51,0,0.0
0.56,22940,0.0
0.43333333333333335,20704,0.0
0.5,0,0.0
0.47333333333333333,0,0.0
0.505,19542,0.0
0.5666666666666667,24866,0.0
0.5533333333333333,14259,0.0
0.495,0,0.0
0.44833333333333336,16128,0.0
0.525,17682,0.0
0.515,0,0.0
0.4633333333333334,17064,0.0
0.56,5203,0.0
0.55,6586,0.0
0.4866666666666667,0,0.0
0.52,24484,0.0
0.49999999999999994,10763,0.0
0.4666666666666667,0,0.0
0.43333333333333335,19768,0.0
0.4966666666666667,0,0.0
0.3433333333333333,0,0.0
0.5,0,0.0
0.5683333333333334,17716,0.0
0.45166666666666666,28046,0.0
0.51,0,0.0
0.49833333333333335,0,0.0
0.5,15142,0.0
0.4816666666666667,14462,0.0
0.5533333333333333,7130,0.0
0.5466666666666667,11406,0.0
0.45,0,0.0
0.56,9182,0.0
0.5233333333333333,14966,0.0
0.5366666666666666,0,0.0
0.5483333333333333,0,0.0
0.525,26,0.0
0.49833333333333335,876,0.0
0.5366666666666667,20108,0.0
0.4966666666666667,18134,0.0
0.5233333333333333,0,0.0
0.4966666666666667,19131,0.0
0.525,16244,0.0
0.5333333333333333,17599,0.0
0.49833333333333335,14680,0.0
0.495,13202,0.0
0.54,0,0.0
0.5366666666666666,0,0.0
0.45,15520,0.0
0.5333333333333333,0,0.0
0.5666666666666667,12316,0.0
0.53,0,0.0
0.5166666666666667,13920,0.0
0.5166666666666667,32166,0.0
0.4816666666666667,18383,0.0
0.4733333333333334,0,0.0
0.45,17381,0.0
0.4816666666666667,20438,0.0
0.5483333333333333,0,0.0
0.505,23265,0.0
0.4966666666666667,21729,0.0
0.505,0,0.0
0.505,22751,0.0
0.5133333333333334,45838,0.0
0.5433333333333333,0,0.0
0.525,10569,0.0
0.475,0,0.0
0.4916666666666667,10351,0.0
0.5433333333333333,0,0.0
0.5383333333333333,26758,0.0
0.4616666666666666,0,0.0
0.5366666666666666,0,0.0
0.5366666666666666,0,0.0
0.5433333333333334,13271,0.0
0.47833333333333333,0,0.0
0.5283333333333333,0,0.0
0.505,0,0.0
0.5083333333333334,14003,0.0
0.4966666666666667,32344,0.0
0.5,19511,0.0
0.5533333333333333,19958,0.0
0.5083333333333334,15864,0.0
0.5083333333333333,36546,0.0
0.49000000000000005,0,0.0
0.4783333333333333,34876,0.0
0.5433333333333334,16220,0.0
0.54,21778,0.0
0.5633333333333334,12822,0.0
0.5683333333333334,32436,0.0
0.53,0,0.0
0.4966666666666667,15832,0.0
0.48500000000000004,0,0.0
0.505,20169,0.0
0.5266666666666667,0,0.0
0.48333333333333334,16439,0.0
0.53,0,0.0
0.5066666666666666,3655,0.0
0.5566666666666666,8093,0.0
0.4966666666666667,19972,0.0
0.52,0,0.0
0.5466666666666667,0,0.0
0.5133333333333333,0,0.0
0.42,36560,0.0
0.5416666666666667,22262,0.0
0.49999999999999994,12624,0.0
0.5,8090,0.0
0.5233333333333333,0,0.0
0.53,6928,0.0
0.5533333333333333,7341,0.0
0.52,0,0.0
0.53,8625,0.0
0.56,17964,0.0
0.49333333333333335,9845,0.0
0.4966666666666667,20404,0.0
0.5333333333333333,0,0.0
0.49833333333333335,15326,0.0
0.5,19838,0.0
0.49,16332,0.0
0.4816666666666667,14854,0.0
0.4966666666666667,17270,0.0
0.49833333333333335,17187,0.0
0.57,15961,0.0
0.4966666666666667,11258,0.0
0.5,0,0.0
0.54,16050,0.0
0.5,19111,0.0
0.535,17668,0.0
0.475,0,0.0
0.45,0,0.0
0.5333333333333333,20447,0.0
0.4666666666666667,0,0.0
0.47333333333333333,19305,0.0
0.555,28754,0.0
0.5266666666666667,0,0.0
0.5683333333333334,33236,0.0
0.525,0,0.0
0.5266666666666667,0,0.0
0.5683333333333334,15878,0.0
0.5433333333333333,0,0.0
0.49333333333333335,0,0.0
0.51,21321,0.0
0.465,0,0.0
0.4966666666666667,0,0.0
0.49333333333333335,8407,0.0
0.49333333333333335,0,0.0
0.5466666666666667,14282,0.0
0.4966666666666667,12086,0.0
0.4816666666666667,16715,0.0
0.5533333333333333,21316,0.0
0.49833333333333335,0,0.0
0.5566666666666668,32310,0.0
0.4816666666666667,0,0.0
0.535,21215,0.0
0.46166666666666667,13773,0.0
0.545,0,0.0
0.535,0,0.0
0.45,16958,0.0
0.5683333333333334,37412,0.0
0.4466666666666667,19325,0.0
0.555,34254,0.0
0.525,14042,0.0
0.54,22180,0.0
0.4816666666666667,16950,0.0
0.5,15709,0.0
0.5583333333333333,1752,0.0
0.455,21312,0.0
0.56,17548,0.0
0.49000000000000005,18900,0.0
0.52,0,0.0
0.445,10039,0.0
0.54,8264,0.0
0.54,0,0.0
0.4966666666666667,0,0.0
0.5,0,0.0
0.56,18764,0.0
0.525,15448,0.0
0.43000000000000005,12343,0.0
0.5,0,0.0
0.5666666666666667,13206,0.0
0.5666666666666667,14555,0.0
0.5,17147,0.0
0.55,15689,0.0
0.525,25042,0.0
0.5166666666666667,0,0.0
0.5633333333333334,6398,0.0
0.44166666666666665,26350,0.0
0.45000000000000007,23760,0.0
0.5083333333333333,23796,0.0
0.45833333333333337,0,0.0
0.465,0,0.0
0.4533333333333333,24489,0.0
0.5333333333333333,0,0.0
0.37999999999999995,28548,0.0
0.39666666666666667,34029,0.0
0.5,19008,0.0
0.5233333333333333,14292,0.0
0.5466666666666667,15952,0.0
0.5533333333333333,10394,0.0
0.44333333333333336,21770,0.0
0.5,0,0.0
0.49999999999999994,11204,0.0
0.45,18616,0.0
0.44833333333333336,17464,0.0
0.5383333333333333,0,0.0
0.49833333333333335,11432,0.0
0.445,15122,0.0
0.5033333333333333,0,0.0
0.5,0,0.0
